"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Freq"
"836","middle age","Male","Hispanic","Some college","Married","Poverty Index <= 1.3","Not Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"837","older adult","Male","Non-Hispanic Black","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"838","older adult","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"839","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"840","middle age","Male","Non-Hispanic Black","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"841","older adult","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"842","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"843","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"844","older adult","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"845","older adult","Female","Other","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"846","middle age","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"847","young adult-2","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"848","older adult","Male","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"849","older adult","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"850","older adult","Female","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"851","older adult","Female","Hispanic","High School/GED","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Less than Weekly","No","No",1
"852","middle age","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","None","Yes","Sometimes true","Sometimes true","Yes","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"853","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Not Covered","10 to 12","Yes","Sometimes true","Sometimes true","Yes","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"854","middle age","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","4 to 9","Yes","Sometimes true","Never true","Yes","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"855","middle age","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Not Covered","1","No","Often True","Often True","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"856","young adult-2","Female","Hispanic","Less than High School","Married","Poverty Index in (1.30, 1.85)","Not Covered","2 to 3","No","Often True","Often True","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"857","middle age","Male","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","None","No","Sometimes true","Sometimes true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"858","older adult","Female","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","2 to 3","No","Sometimes true","Sometimes true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"859","middle age","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Not Covered","4 to 9","No","Sometimes true","Sometimes true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"860","older adult","Male","Hispanic","Some college","Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Sometimes true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"861","middle age","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Sometimes true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"862","middle age","Female","Hispanic","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Not Covered","None","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"863","middle age","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Not Covered","1","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"864","young adult-2","Male","Non-Hispanic White","High School/GED","Never Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"865","older adult","Male","Non-Hispanic White","Some college","Previously Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"866","middle age","Male","Hispanic","Less than High School","Married","Poverty Index > 1.85","Covered","10 to 12","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"867","young adult-2","Female","Hispanic","Less than High School","Never Married","Poverty Index <= 1.3","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"868","older adult","Male","Non-Hispanic White","Less than High School","Never Married","Poverty Index <= 1.3","Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"869","middle age","Male","Non-Hispanic White","High School/GED","Married","Poverty Index in (1.30, 1.85)","Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"870","young adult-2","Female","Non-Hispanic White","Some college","Never Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"871","middle age","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"872","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"873","middle age","Male","Hispanic","Less than High School","Never Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"874","middle age","Male","Hispanic","Less than High School","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"875","young adult-2","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"876","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"877","middle age","Male","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"878","middle age","Female","Non-Hispanic Black","High School/GED","Married","Poverty Index > 1.85","Not Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"879","young adult-2","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"880","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"881","middle age","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"882","older adult","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"883","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"884","older adult","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Not Asked","Less than Weekly","No","No",1
"885","middle age","Male","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","10 to 12","Yes","Often True","Often True","Yes","Yes","At Risk","Yes","Past drinker","Less than Weekly","No","No",1
"886","older adult","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index <= 1.3","Covered","1","Yes","Sometimes true","Often True","Yes","Yes","At Risk","Yes","Past drinker","Less than Weekly","No","No",1
"887","middle age","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Sometimes true","Sometimes true","Yes","Yes","At Risk","Yes","Past drinker","Less than Weekly","No","No",1
"888","middle age","Male","Non-Hispanic White","Less than High School","Never Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Never true","Never true","Yes","Yes","At Risk","Yes","Past drinker","Less than Weekly","No","No",1
